,Neighbourhood,year,description,count
1141,Dorchester,2016.0,Guarding of Live parts,1
1142,Dorchester,2016.0,Interior Enviroment,1
1143,Dorchester,2016.0,Locks and Latches,3
1144,Dorchester,2016.0,Maintenance,20
1145,Dorchester,2016.0,Means of Egress,3
1146,Dorchester,2016.0,Mechanical Execution of Work,1
1147,Dorchester,2016.0,Metal Chimeys,1
1148,Dorchester,2016.0,No use of premises permit:,4
1149,Dorchester,2016.0,Openings,1
1150,Dorchester,2016.0,Protection of Adj. Property,2
1151,Dorchester,2016.0,Protection of conductors,1
1152,Dorchester,2016.0,Right of Entry,6
1153,Dorchester,2016.0,Securing & Supporting,1
1154,Dorchester,2016.0,Stop Work Order,2
1155,Dorchester,2016.0,Supports,1
1156,Dorchester,2016.0,Suspension or Revocation,1
1157,Dorchester,2016.0,Testing & Certification,1
1158,Dorchester,2016.0,Unsafe Maintenance,4
1159,Dorchester,2016.0,Unsafe Structure,1
1160,Dorchester,2016.0,Unsafe and Dangerous,65
1161,Dorchester,2017.0,Acts 1956 as Amended,1
1162,Dorchester,2017.0,Building or Use of Premise req,5
1163,Dorchester,2017.0,Certificate of Occupancy,4
1164,Dorchester,2017.0,Construction Documents,1
1165,Dorchester,2017.0,Door operations-Egress doors,1
1166,Dorchester,2017.0,Elec work w/o per,1
1167,Dorchester,2017.0,Failed to comply w permit term,5
1168,Dorchester,2017.0,Failure to Obtain Permit,45
1169,Dorchester,2017.0,Failure to call for req Insp.,1
1170,Dorchester,2017.0,Failure to secure permit,3
1171,Dorchester,2017.0,Locks and Latches,8
1172,Dorchester,2017.0,Maintenance,11
1173,Dorchester,2017.0,National Fuel Gas Code,1
1174,Dorchester,2017.0,No use of premises permit:,2
1175,Dorchester,2017.0,Periodic Inspections,1
1176,Dorchester,2017.0,Protection of Adj. Property,1
1177,Dorchester,2017.0,Right of Entry,4
1178,Dorchester,2017.0,Smoke Alarms,1
1179,Dorchester,2017.0,Unsafe Structure,1
1180,Dorchester,2017.0,Unsafe and Dangerous,78
1181,Dorchester,2017.0,Uses not Permitted,1
1182,Dorchester,2017.0,Validity of Permit,1
1183,Dorchester,2018.0,Acts 1956 as Amended,1
1184,Dorchester,2018.0,Building or Use of Premise req,4
1185,Dorchester,2018.0,Certificate of Occupancy,5
1186,Dorchester,2018.0,Deteriorating Agents,1
1187,Dorchester,2018.0,Emergency escape and rescue,1
1188,Dorchester,2018.0,Failed to comply w permit term,2
1189,Dorchester,2018.0,Failure to Obtain Permit,55
1190,Dorchester,2018.0,Failure to Secure Permit,1
1191,Dorchester,2018.0,Failure to secure permit,4
1192,Dorchester,2018.0,Guarding of Live parts,1
1193,Dorchester,2018.0,Inspections,1
1194,Dorchester,2018.0,Maintenance,19
1195,Dorchester,2018.0,Maintenance of Means of Egress,2
1196,Dorchester,2018.0,National Fuel Gas Code,2
1197,Dorchester,2018.0,Periodic Inspections,1
1198,Dorchester,2018.0,Protection of Adj. Property,2
1199,Dorchester,2018.0,Right of Entry,6
1200,Dorchester,2018.0,Specialized codes,1
1201,Dorchester,2018.0,Unsafe and Dangerous,36
1202,Dorchester,2019.0,Acts 1956 as Amended,1
1203,Dorchester,2019.0,Building or Use of Premise req,3
1204,Dorchester,2019.0,Certificate of Occupancy,4
1205,Dorchester,2019.0,Elec work w/o per,1
1206,Dorchester,2019.0,Electrical Work w/out a Permit,1
1207,Dorchester,2019.0,Emergency Escape & Rescue,2
1208,Dorchester,2019.0,Emergency escape and rescue,1
1209,Dorchester,2019.0,Failed to comply w permit term,14
1210,Dorchester,2019.0,Failure to Obtain Permit,65
1211,Dorchester,2019.0,Failure to secure permit,5
1212,Dorchester,2019.0,Fire Protection Systems,1
1213,Dorchester,2019.0,Maintenance,12
1214,Dorchester,2019.0,Maintenance of Means of Egress,2
1215,Dorchester,2019.0,Mechanical Execution of Work,1
1216,Dorchester,2019.0,No use of premises permit:,1
1217,Dorchester,2019.0,Periodic Inspections,1
1218,Dorchester,2019.0,Placement of Backfill,1
1219,Dorchester,2019.0,Protection of Adj. Property,1
1220,Dorchester,2019.0,Right of Entry,2
1221,Dorchester,2019.0,Unsafe and Dangerous,47
1222,Dorchester,2019.0,Uses not Permitted,1
1223,Dorchester,2020.0,Adjacent to Excavations,1
1224,Dorchester,2020.0,Building or Use of Premise req,2
1225,Dorchester,2020.0,Certificate of Occupancy,2
1226,Dorchester,2020.0,Expiration,1
1227,Dorchester,2020.0,Failed to comply w permit term,9
1228,Dorchester,2020.0,Failure to Obtain Permit,66
1229,Dorchester,2020.0,Fire Protection Systems,1
1230,Dorchester,2020.0,Inspections,2
1231,Dorchester,2020.0,Locks and Latches,1
1232,Dorchester,2020.0,Maintenance,15
1233,Dorchester,2020.0,Maintenance of Means of Egress,1
1234,Dorchester,2020.0,Masonry Parapets,1
1235,Dorchester,2020.0,Protection of Adj. Property,3
1236,Dorchester,2020.0,Right of Entry,1
1237,Dorchester,2020.0,Suspension or Revocation,2
1238,Dorchester,2020.0,Unsafe and Dangerous,29
1239,Dorchester,2021.0,Building or Use of Premise req,3
1240,Dorchester,2021.0,Emergency Disconnects,1
1241,Dorchester,2021.0,Failed to comply w permit term,9
1242,Dorchester,2021.0,Failure to Obtain Permit,74
1243,Dorchester,2021.0,Fire Protection Systems,3
1244,Dorchester,2021.0,Inspections,1
1245,Dorchester,2021.0,Maintenance,22
1246,Dorchester,2021.0,Maintenance of Means of Egress,1
1247,Dorchester,2021.0,No use of premises permit:,2
1248,Dorchester,2021.0,Protection of Adj. Property,5
1249,Dorchester,2021.0,Required Inspections,1
1250,Dorchester,2021.0,Requirements,1
1251,Dorchester,2021.0,Right of Entry,1
1252,Dorchester,2021.0,Suspension or Revocation,1
1253,Dorchester,2021.0,Testing & Certification,5
1254,Dorchester,2021.0,Unsafe Structures,16
1255,Dorchester,2021.0,Unsafe and Dangerous,37
1256,Dorchester,2022.0,Access to Public Way,2
1257,Dorchester,2022.0,Building or Use of Premise req,4
1258,Dorchester,2022.0,Emergency Escape & Rescue,1
1259,Dorchester,2022.0,Failed to comply w permit term,8
1260,Dorchester,2022.0,Failure to Obtain Permit,58
1261,Dorchester,2022.0,Group I-1,1
1262,Dorchester,2022.0,Inspections,1
1263,Dorchester,2022.0,Locks and Latches,2
1264,Dorchester,2022.0,Maintenance,21
1265,Dorchester,2022.0,No use of premises permit:,1
1266,Dorchester,2022.0,Periodic Inspections,1
1267,Dorchester,2022.0,Protection of Adj. Property,2
1268,Dorchester,2022.0,Requirements,1
1269,Dorchester,2022.0,Right of Entry,3
1270,Dorchester,2022.0,Testing & Certification,4
1271,Dorchester,2022.0,Unlawful Continuance,3
1272,Dorchester,2022.0,Unsafe Building & Structures,1
1273,Dorchester,2022.0,Unsafe Structures,39
1274,Dorchester,2022.0,Unsafe and Dangerous,4
1275,Dorchester,2023.0,Building or Use of Premise req,3
1276,Dorchester,2023.0,Certificate of Occupancy,1
1277,Dorchester,2023.0,Elec work w/o per,1
1278,Dorchester,2023.0,Exit Enclosures,1
1279,Dorchester,2023.0,Failed to comply w permit term,3
1280,Dorchester,2023.0,Failure to Obtain Permit,37
1281,Dorchester,2023.0,Fire Alarm and Detection,1
1282,Dorchester,2023.0,Inspection of Chimneys,1
1283,Dorchester,2023.0,Inspections,1
1284,Dorchester,2023.0,Locks and Latches,1
1285,Dorchester,2023.0,Maintenance,24
1286,Dorchester,2023.0,No use of premises permit:,2
1287,Dorchester,2023.0,Periodic Inspections,1
1288,Dorchester,2023.0,Protection of Adj. Property,2
1289,Dorchester,2023.0,Requirements,1
1290,Dorchester,2023.0,Right of Entry,4
1291,Dorchester,2023.0,Smoke Decetors,1
1292,Dorchester,2023.0,Unsafe Structures,37
1293,Dorchester,2023.0,Unsafe and Dangerous,3
1294,Dorchester,2024.0,Accessory keeping of hens,1
1295,Dorchester,2024.0,Building or Use of Premise req,2
1296,Dorchester,2024.0,Certificate of Occupancy,1
1297,Dorchester,2024.0,Electrical Work w/out a Permit,1
1298,Dorchester,2024.0,Failed to comply w permit term,4
1299,Dorchester,2024.0,Failure to Obtain Permit,60
1300,Dorchester,2024.0,Failure to comply w permits,1
1301,Dorchester,2024.0,Inspection of Chimneys,1
1302,Dorchester,2024.0,Inspections,2
1303,Dorchester,2024.0,Maintenance,42
1304,Dorchester,2024.0,Means of Egress,1
1305,Dorchester,2024.0,No use of premises permit:,1
1306,Dorchester,2024.0,Periodic Inspections,3
1307,Dorchester,2024.0,Permits,2
1308,Dorchester,2024.0,Right of Entry,6
1309,Dorchester,2024.0,Testing & Certification,5
1310,Dorchester,2024.0,Unsafe Structures,35
1311,Dorchester,2024.0,Unsafe and Dangerous,2
1312,Downtown,2010.0,Illegally occupied prior to CO,1
1313,Downtown,2010.0,Inspections,8
1314,Downtown,2010.0,Maintenance,5
1315,Downtown,2010.0,Mass State Plumbing Code,1
1316,Downtown,2010.0,Permits to perform gas fitting,1
1317,Downtown,2010.0,Revocation of Certificate,1
1318,Downtown,2010.0,Right of Entry,5
1319,Downtown,2010.0,Specialized codes,1
1320,Downtown,2010.0,Unsafe Maintenance,4
1321,Downtown,2010.0,Unsafe Structure,4
1322,Downtown,2010.0,Unsafe and Dangerous,3
1323,Downtown,2011.0,Application for Permit,1
1324,Downtown,2011.0,Failure to Obtain Permit,3
1325,Downtown,2011.0,Illegal Temporary Wiring,2
1326,Downtown,2011.0,Inspections,3
1327,Downtown,2011.0,Maintenance,3
1328,Downtown,2011.0,Mechanical,1
1329,Downtown,2011.0,Permits,1
1330,Downtown,2011.0,Unsafe & Dangerous,1
1331,Downtown,2011.0,Unsafe Mechanical Equipment,1
1332,Downtown,2011.0,Unsafe Structure,2
1333,Downtown,2011.0,Unsafe Structures,4
1334,Downtown,2011.0,Unsafe and Dangerous,4
1335,Downtown,2012.0,Building or Use of Premise req,1
1336,Downtown,2012.0,Certificate of Occupancy,5
1337,Downtown,2012.0,Effect of Non-Conforming Use,1
1338,Downtown,2012.0,Egress Maintenance,1
1339,Downtown,2012.0,Failure to Obtain Permit,6
1340,Downtown,2012.0,Fire Alarm Ent. Response,1
1341,Downtown,2012.0,Fire Protection Systems,1
1342,Downtown,2012.0,Handrails,2
1343,Downtown,2012.0,Inspections,2
1344,Downtown,2012.0,Maintenance,1
1345,Downtown,2012.0,Means of Egress,2
1346,Downtown,2012.0,Means of Egress; Headroom,1
1347,Downtown,2012.0,Other Laws,1
1348,Downtown,2012.0,Overcurrent Devices,1
1349,Downtown,2012.0,Periodic Inspections,4
1350,Downtown,2012.0,Permits,2
1351,Downtown,2012.0,Protection of Pedestrians,1
1352,Downtown,2012.0,Testing & Certification,1
1353,Downtown,2012.0,Unlawful Acts,1
1354,Downtown,2012.0,Unsafe Structures,2
1355,Downtown,2012.0,Unsafe and Dangerous,11
1356,Downtown,2012.0,Working Space,1
1357,Downtown,2013.0,Building or Use of Premise req,1
1358,Downtown,2013.0,Certificate of Inspection,1
1359,Downtown,2013.0,Certificate of Occupancy,2
1360,Downtown,2013.0,Egress Maintenance,1
1361,Downtown,2013.0,Failed to comply w permit term,1
1362,Downtown,2013.0,Failure to Obtain Permit,4
1363,Downtown,2013.0,Failure to Secure Permit,1
1364,Downtown,2013.0,Failure to secure permit,1
1365,Downtown,2013.0,Fire Alarm Systems,1
1366,Downtown,2013.0,Fire Protection Systems,1
1367,Downtown,2013.0,Guarding of Live parts,1
1368,Downtown,2013.0,Handrails/safety,1
1369,Downtown,2013.0,Mechanical Execution of Work,1
1370,Downtown,2013.0,Number of Exits or Exit Access,2
1371,Downtown,2013.0,Openings to be closed.,1
1372,Downtown,2013.0,Periodic Inspections,2
1373,Downtown,2013.0,Referenced codes;Mechanical,1
1374,Downtown,2013.0,Revocation of Certificate,1
1375,Downtown,2013.0,Right of Entry,2
1376,Downtown,2013.0,Securing and Supporting,1
1377,Downtown,2013.0,Testing & Certification,10
1378,Downtown,2013.0,Testing&Maintenance Sprinklers,1
1379,Downtown,2013.0,Unsafe and Dangerous,12
1380,Downtown,2014.0,Certificate of Inspection,1
1381,Downtown,2014.0,Certificate of Occupancy,11
1382,Downtown,2014.0,Failure to Obtain Permit,7
1383,Downtown,2014.0,Fire Alarm and Detection,1
1384,Downtown,2014.0,Inspections,1
1385,Downtown,2014.0,Protection of Adj. Property,2
1386,Downtown,2014.0,Required Inspections,1
1387,Downtown,2014.0,Street Numbers,1
1388,Downtown,2014.0,Testing & Certification,14
1389,Downtown,2014.0,Unsafe and Dangerous,10
1390,Downtown,2015.0,Certificate of Occupancy,1
1391,Downtown,2015.0,Construction Safeguards,1
1392,Downtown,2015.0,Deteriorating Agents,1
1393,Downtown,2015.0,Failed to comply w permit term,2
1394,Downtown,2015.0,Failure to Obtain Permit,11
1395,Downtown,2015.0,Failure to Secure Permit,1
1396,Downtown,2015.0,International Mechanical Code,1
1397,Downtown,2015.0,Maintenance,8
1398,Downtown,2015.0,Minimum Number of Exits,1
1399,Downtown,2015.0,Periodic Inspections,4
1400,Downtown,2015.0,Proper Maintenance,3
1401,Downtown,2015.0,Protection of Adj. Property,1
1402,Downtown,2015.0,Reg. of Construction Hour,1
1403,Downtown,2015.0,Right of Entry,3
1404,Downtown,2015.0,Specialized codes,1
1405,Downtown,2015.0,Testing & Certification,5
1406,Downtown,2015.0,Unsafe and Dangerous,16
1407,Downtown,2016.0,Certificate of Occupancy,1
1408,Downtown,2016.0,Failed to comply w permit term,1
1409,Downtown,2016.0,Failure to Obtain Permit,9
1410,Downtown,2016.0,Maintenance,4
1411,Downtown,2016.0,Manner of Removal,1
1412,Downtown,2016.0,Natural Ventilation,1
1413,Downtown,2016.0,Periodic Inspections,1
1414,Downtown,2016.0,Property Maintenance,1
1415,Downtown,2016.0,Right of Entry,1
1416,Downtown,2016.0,Submittal Documents,1
1417,Downtown,2016.0,Testing & Certification,3
1418,Downtown,2016.0,Unsafe Structure,1
1419,Downtown,2016.0,Unsafe and Dangerous,9
1420,Downtown,2016.0,Ventilation,1
1421,Downtown,2017.0,Exits Maintained,1
1422,Downtown,2017.0,Failure to Obtain Permit,16
1423,Downtown,2017.0,Fire Protection Systems,1
1424,Downtown,2017.0,Maintenance,7
1425,Downtown,2017.0,Means of Egress,2
1426,Downtown,2017.0,Minimum Number of Exits,1
1427,Downtown,2017.0,Proper Maintenance,1
1428,Downtown,2017.0,Reg. Access to Roof Areas,1
1429,Downtown,2017.0,Testing & Certification,10
1430,Downtown,2017.0,Unsafe and Dangerous,12
1431,Downtown,2018.0,Failed to comply w permit term,1
1432,Downtown,2018.0,Failure to Obtain Permit,6
1433,Downtown,2018.0,Fire Protection Systems,1
1434,Downtown,2018.0,Maintenance,2
1435,Downtown,2018.0,Means of Egress,1
1436,Downtown,2018.0,Testing & Certification,2
1437,Downtown,2018.0,Unsafe and Dangerous,5
1438,Downtown,2019.0,Certificate of Inspection,1
1439,Downtown,2019.0,Clothes Dryer Exhaust,1
1440,Downtown,2019.0,Construction Safe Guards,1
1441,Downtown,2019.0,Failed to comply w permit term,3
1442,Downtown,2019.0,Failure to Obtain Permit,7
1443,Downtown,2019.0,Fire Protection Systems,1
1444,Downtown,2019.0,Foyer & Lobbies,1
1445,Downtown,2019.0,Handrails,1
1446,Downtown,2019.0,Installation; 2015,1
1447,Downtown,2019.0,Maintenance,14
1448,Downtown,2019.0,Municipal Bylaws or Ordinances,1
1449,Downtown,2019.0,Parking Loading Zone,1
1450,Downtown,2019.0,Periodic Inspections,1
1451,Downtown,2019.0,Protection of Adj. Property,1
1452,Downtown,2019.0,Storage and Placement-material,1
1453,Downtown,2019.0,Suspension or Revocation,1
1454,Downtown,2019.0,Testing & Certification,3
1455,Downtown,2019.0,Unsafe and Dangerous,16
1456,Downtown,2020.0,Basic Principles,1
1457,Downtown,2020.0,Building or Use of Premise req,2
1458,Downtown,2020.0,Egress thru Intervening Spaces,1
1459,Downtown,2020.0,Failed to comply w permit term,1
1460,Downtown,2020.0,Failure to Obtain Permit,7
1461,Downtown,2020.0,Fire Protection Systems,1
1462,Downtown,2020.0,Maintenance,10
1463,Downtown,2020.0,Means of Egress,1
1464,Downtown,2020.0,Testing & Certification,25
1465,Downtown,2020.0,Unsafe and Dangerous,2
1466,Downtown,2021.0,Certificate of Occupancy,1
1467,Downtown,2021.0,Failure to Obtain Permit,6
1468,Downtown,2021.0,Inspection of exterior walls.,3
1469,Downtown,2021.0,Maintenance,17
1470,Downtown,2021.0,Minimum Number of Exits,1
1471,Downtown,2021.0,Proper Maintenance,1
1472,Downtown,2021.0,Testing & Certification,14
1473,Downtown,2021.0,Unsafe Structures,1
1474,Downtown,2021.0,Unsafe and Dangerous,1
1475,Downtown,2022.0,Failure to Obtain Permit,8
1476,Downtown,2022.0,Maintenance,11
1477,Downtown,2022.0,Minimum Number of Exits,1
1478,Downtown,2022.0,Periodic Inspections,1
1479,Downtown,2022.0,Testing & Certification,29
1480,Downtown,2022.0,Unsafe Structures,1
1481,Downtown,2023.0,Failure to Obtain Permit,6
1482,Downtown,2023.0,Maintenance,5
1483,Downtown,2023.0,Protection of Adj. Property,1
1484,Downtown,2023.0,Testing & Certification,6
1485,Downtown,2023.0,Unsafe Structures,3
1486,Downtown,2023.0,Unsafe and Dangerous,1
1487,Downtown,2024.0,Failed to comply w permit term,1
1488,Downtown,2024.0,Failure to Obtain Permit,2
1489,Downtown,2024.0,Fire Protection Systems,1
1490,Downtown,2024.0,Maintenance,16
1491,Downtown,2024.0,Minimum Number of Exits,1
1492,Downtown,2024.0,Testing & Certification,12
1493,Downtown,2024.0,Unsafe Structures,1
1494,Downtown,2024.0,Unsafe and Dangerous,1
1496,East Boston,2010.0,Building or Use of Premise req,3
1497,East Boston,2010.0,Certificate of Inspection,3
1498,East Boston,2010.0,Compliance with Permit,2
1499,East Boston,2010.0,Egress,2
1500,East Boston,2010.0,Failed to comply w PRMT terms,9
1501,East Boston,2010.0,Failure to Comply w Bldg Code,2
1502,East Boston,2010.0,Failure to call for req Insp.,2
1503,East Boston,2010.0,Failure to secure permit,39
1504,East Boston,2010.0,Hazrdous Means of Egress,1
1505,East Boston,2010.0,Inspections,58
1506,East Boston,2010.0,Maintenance,9
1507,East Boston,2010.0,Means of Egress,3
1508,East Boston,2010.0,Mechanical Execution of Work,1
1509,East Boston,2010.0,Protection of Adj. Property,6
1510,East Boston,2010.0,Right of Entry,16
1511,East Boston,2010.0,Smoke Detectors,1
1512,East Boston,2010.0,Spaces About Elect. Equip.,1
1513,East Boston,2010.0,Stop Work Order,1
1514,East Boston,2010.0,Unlawful Acts,2
1515,East Boston,2010.0,Unsafe & Dangerous,1
1516,East Boston,2010.0,Unsafe Maintenance,26
1517,East Boston,2010.0,Unsafe Structure,7
1518,East Boston,2010.0,Unsafe Structures,5
1519,East Boston,2010.0,Unsafe and Dangerous,32
1520,East Boston,2011.0,Building or Use of Premise req,1
1521,East Boston,2011.0,Certificate of Occupancy,2
1522,East Boston,2011.0,Deteriorating Agents,1
1523,East Boston,2011.0,Egress,1
1524,East Boston,2011.0,Egress thru Intervening Spaces,1
1525,East Boston,2011.0,Failed to comply w PRMT terms,2
1526,East Boston,2011.0,Failed to comply w permit term,3
1527,East Boston,2011.0,Failure to Comply w Bldg Code,1
1528,East Boston,2011.0,Failure to Obtain Permit,22
1529,East Boston,2011.0,Failure to call for req Insp.,1
1530,East Boston,2011.0,Failure to secure permit,2
1531,East Boston,2011.0,False Statements,1
1532,East Boston,2011.0,Fire Warning Systems,1
1533,East Boston,2011.0,Illegally occupied prior to CO,2
1534,East Boston,2011.0,Inspections,11
1535,East Boston,2011.0,Maintenance,18
1536,East Boston,2011.0,Means of Egress,4
1537,East Boston,2011.0,On-Site Presence of Supervisor,1
1538,East Boston,2011.0,Proper Maintenance,1
1539,East Boston,2011.0,Protection of Adj. Property,3
1540,East Boston,2011.0,Protection of Pedestrians,4
1541,East Boston,2011.0,Right of Entry,10
1542,East Boston,2011.0,Testing & Certification,11
1543,East Boston,2011.0,Unsafe Maintenance,8
1544,East Boston,2011.0,Unsafe Structure,4
1545,East Boston,2011.0,Unsafe Structures,2
1546,East Boston,2011.0,Unsafe and Dangerous,48
1547,East Boston,2011.0,Use & Occupancy,1
1548,East Boston,2011.0,Working Without a Permit,1
1549,East Boston,2011.0,Workmanship,1
1550,East Boston,2012.0,2 Means of Egress Required,1
1551,East Boston,2012.0,Building or Use of Premise req,1
1552,East Boston,2012.0,Certificate of Occupancy,2
1553,East Boston,2012.0,Design,1
1554,East Boston,2012.0,Exit Access,1
1555,East Boston,2012.0,Failed to comply w permit term,6
1556,East Boston,2012.0,Failure to Obtain Permit,57
1557,East Boston,2012.0,Failure to Secure Permit,5
1558,East Boston,2012.0,Failure to secure inspections,1
1559,East Boston,2012.0,Failure to secure permit,2
1560,East Boston,2012.0,Inspections,1
1561,East Boston,2012.0,Maintenance,9
1562,East Boston,2012.0,Manner of Removal,1
1563,East Boston,2012.0,Means of Egress,2
1564,East Boston,2012.0,Other Laws,2
1565,East Boston,2012.0,Permits,1
1566,East Boston,2012.0,Protection of Adj. Property,2
1567,East Boston,2012.0,Protection of Pedestrians,4
1568,East Boston,2012.0,Retaining Wall,1
1569,East Boston,2012.0,Revocation of Cert. of Occ.,2
1570,East Boston,2012.0,Right of Entry,18
1571,East Boston,2012.0,Testing & Certification,12
1572,East Boston,2012.0,Unsafe Maintenance,3
1573,East Boston,2012.0,Unsafe Structure,1
1574,East Boston,2012.0,Unsafe Structures,2
1575,East Boston,2012.0,Unsafe and Dangerous,55
1576,East Boston,2013.0,Carbon monoxide alarms,1
1577,East Boston,2013.0,Certificate of Occupancy,6
1578,East Boston,2013.0,Electrical Connections,1
1579,East Boston,2013.0,Failed to comply w permit term,4
1580,East Boston,2013.0,Failure to Obtain Permit,57
1581,East Boston,2013.0,Inspections,2
1582,East Boston,2013.0,Maintenance of Exterior,1
1583,East Boston,2013.0,Means of Egress,4
1584,East Boston,2013.0,Mechanical Execution of Work,1
1585,East Boston,2013.0,Municipal Bylaws or Ordinances,1
1586,East Boston,2013.0,No GFCI in Kithen,1
1587,East Boston,2013.0,Principle #18,1
1588,East Boston,2013.0,Protection of Adj. Property,2
1589,East Boston,2013.0,Right of Entry,19
1590,East Boston,2013.0,Testing & Certification,6
1591,East Boston,2013.0,Unsafe Structure,1
1592,East Boston,2013.0,Unsafe and Dangerous,75
1593,East Boston,2014.0,Certificate of Occupancy,2
1594,East Boston,2014.0,Deteriorating Agents,1
1595,East Boston,2014.0,Egress Maintenance,1
1596,East Boston,2014.0,Exit passageways,1
1597,East Boston,2014.0,Failed to comply w permit term,2
1598,East Boston,2014.0,Failure to Obtain Permit,35
1599,East Boston,2014.0,Failure to Secure Permit,5
1600,East Boston,2014.0,Inspections,1
1601,East Boston,2014.0,Integrity of Elec. Equip.,1
1602,East Boston,2014.0,Interrupting Rating,1
1603,East Boston,2014.0,Liquid Storage Rooms,1
1604,East Boston,2014.0,Maintenance,2
1605,East Boston,2014.0,Means of Egress,1
1606,East Boston,2014.0,Mechanical Execution of Work,2
1607,East Boston,2014.0,Protection of Adj. Property,2
1608,East Boston,2014.0,Right of Entry,22
1609,East Boston,2014.0,Testing & Certification,1
1610,East Boston,2014.0,Unsafe & Dangerous,2
1611,East Boston,2014.0,Unsafe and Dangerous,36
1612,East Boston,2014.0,Unused openings,1
1613,East Boston,2014.0,Uses not permitted,2
1614,East Boston,2014.0,Wiring Integrity,1
1615,East Boston,2015.0,Access to Public Way,1
1616,East Boston,2015.0,Certificate of Occupancy,1
1617,East Boston,2015.0,Failure to Obtain Permit,27
1618,East Boston,2015.0,Failure to Secure Permit,2
1619,East Boston,2015.0,Failure to secure permit,1
1620,East Boston,2015.0,Inspections,1
1621,East Boston,2015.0,Maintenance,8
1622,East Boston,2015.0,No use of premises permit:,1
1623,East Boston,2015.0,Protection of Adj. Property,3
1624,East Boston,2015.0,Right of Entry,25
1625,East Boston,2015.0,Rooves and drainage,4
1626,East Boston,2015.0,Smoke Alarms,1
1627,East Boston,2015.0,Testing & Certification,2
1628,East Boston,2015.0,Unfit for Human Occupancy,1
1629,East Boston,2015.0,Unsafe and Dangerous,45
1630,East Boston,2016.0,Building or Use of Premise req,1
1631,East Boston,2016.0,Certificate of Occupancy,1
1632,East Boston,2016.0,Emergency Escape & Rescue,1
1633,East Boston,2016.0,Exits Maintained,2
1634,East Boston,2016.0,Failed to comply w permit term,2
1635,East Boston,2016.0,Failure to Obtain Permit,33
1636,East Boston,2016.0,Final Inspection,1
1637,East Boston,2016.0,Inspections,2
1638,East Boston,2016.0,Maintenance,3
1639,East Boston,2016.0,Means of Egress,3
1640,East Boston,2016.0,No use of premises permit:,1
1641,East Boston,2016.0,Protection of Adj. Property,3
1642,East Boston,2016.0,Right of Entry,14
1643,East Boston,2016.0,Rooves and drainage,1
1644,East Boston,2016.0,Suspension or Revocation,1
1645,East Boston,2016.0,Testing & Certification,1
1646,East Boston,2016.0,Unsafe and Dangerous,27
1647,East Boston,2017.0,Building or Use of Premise req,1
1648,East Boston,2017.0,Certificate of Occupancy,1
1649,East Boston,2017.0,Failure to Obtain Permit,26
1650,East Boston,2017.0,Maintenance,3
1651,East Boston,2017.0,No use of premises permit:,1
1652,East Boston,2017.0,Protection of Adj. Property,1
1653,East Boston,2017.0,Right of Entry,4
1654,East Boston,2017.0,Unsafe and Dangerous,24
1655,East Boston,2018.0,Acts 1956 as Amended,1
1656,East Boston,2018.0,Building or Use of Premise req,1
1657,East Boston,2018.0,Emergency Escape & Rescue,1
1658,East Boston,2018.0,Failed to comply w permit term,3
1659,East Boston,2018.0,Failure to Obtain Permit,19
1660,East Boston,2018.0,Footing & Foundation Insp.,1
1661,East Boston,2018.0,Maintenance,4
1662,East Boston,2018.0,Maintenance of Means of Egress,1
1663,East Boston,2018.0,Means of Egress,1
1664,East Boston,2018.0,Protection of Adj. Property,8
1665,East Boston,2018.0,Right of Entry,2
1666,East Boston,2018.0,Support Wires,1
1667,East Boston,2018.0,Unsafe and Dangerous,33
1668,East Boston,2018.0,Validity of Permit,1
1669,East Boston,2018.0,Work prior to Permit Issue,2
1670,East Boston,2019.0,Acts 1956 as Amended,3
1671,East Boston,2019.0,Certificate of Occupancy,1
1672,East Boston,2019.0,Dwelling Units & Sleeping,1
1673,East Boston,2019.0,Failed to comply w permit term,14
1674,East Boston,2019.0,Failure to Obtain Permit,34
1675,East Boston,2019.0,Failure to call for req Insp.,1
1676,East Boston,2019.0,"Groups R-1, R-2, R-3 & R-4",1
1677,East Boston,2019.0,Maintenance,1
1678,East Boston,2019.0,Protection of Adj. Property,2
1679,East Boston,2019.0,Protection of Pedestrians,1
1680,East Boston,2019.0,Reg. of Construction Hour,2
1681,East Boston,2019.0,Right of Entry,2
1682,East Boston,2019.0,Suspension or Revocation,1
1683,East Boston,2019.0,Testing & Certification,3
1684,East Boston,2019.0,Unsafe and Dangerous,17
1685,East Boston,2020.0,Certificate of Occupancy,2
1686,East Boston,2020.0,Failed to comply w permit term,7
1687,East Boston,2020.0,Failure to Obtain Permit,25
1688,East Boston,2020.0,Maintenance,6
1689,East Boston,2020.0,Protection of Adj. Property,1
1690,East Boston,2020.0,Right of Entry,5
1691,East Boston,2020.0,Testing & Certification,1
1692,East Boston,2020.0,Unsafe and Dangerous,4
1693,East Boston,2020.0,Work without permit,1
1694,East Boston,2021.0,Certificate of Occupancy,1
1695,East Boston,2021.0,Construction Safeguards,1
1696,East Boston,2021.0,Failed to comply w permit term,2
1697,East Boston,2021.0,Failure to Obtain Permit,14
1698,East Boston,2021.0,Inspections,1
1699,East Boston,2021.0,Maintenance,2
1700,East Boston,2021.0,Right of Entry,1
1701,East Boston,2021.0,Testing & Certification,1
1702,East Boston,2021.0,Unsafe Structures,7
