,Neighbourhood,year,description,count
3345,South Boston,2017.0,Use of Premises,2
3346,South Boston,2017.0,Validity of Permit,3
3347,South Boston,2018.0,Acts 1956 as Amended,1
3348,South Boston,2018.0,Certificate of Occupancy,1
3349,South Boston,2018.0,Exits Maintained,1
3350,South Boston,2018.0,Failed to comply w permit term,2
3351,South Boston,2018.0,Failure to Obtain Permit,15
3352,South Boston,2018.0,Maintenance,3
3353,South Boston,2018.0,Minimum Requirements,1
3354,South Boston,2018.0,National Fuel Gas Code,1
3355,South Boston,2018.0,Notice of Violation,1
3356,South Boston,2018.0,Protection of Adj. Property,5
3357,South Boston,2018.0,Right of Entry,1
3358,South Boston,2018.0,Street Numbers,2
3359,South Boston,2018.0,Testing & Certification,1
3360,South Boston,2018.0,Unsafe and Dangerous,16
3361,South Boston,2018.0,Validity of Permit,1
3362,South Boston,2019.0,Certificate of Occupancy,3
3363,South Boston,2019.0,Elec work w/o per,1
3364,South Boston,2019.0,Failed to comply w permit term,3
3365,South Boston,2019.0,Failure to Obtain Permit,12
3366,South Boston,2019.0,Handrails,1
3367,South Boston,2019.0,Maintenance,2
3368,South Boston,2019.0,Protection of Adj. Property,2
3369,South Boston,2019.0,Suspension or Revocation,1
3370,South Boston,2019.0,Testing & Certification,1
3371,South Boston,2019.0,Unsafe and Dangerous,14
3372,South Boston,2020.0,Certificate of Occupancy,1
3373,South Boston,2020.0,Failed to comply w permit term,3
3374,South Boston,2020.0,Failure to Obtain Permit,6
3375,South Boston,2020.0,General - Stairways,1
3376,South Boston,2020.0,Maintenance,2
3377,South Boston,2020.0,Number of Exits or Exit Access,2
3378,South Boston,2020.0,Protection of Adj. Property,3
3379,South Boston,2020.0,Testing & Certification,3
3380,South Boston,2020.0,Unsafe and Dangerous,18
3381,South Boston,2021.0,Emergency Escape & Rescue,1
3382,South Boston,2021.0,Failed to comply w permit term,1
3383,South Boston,2021.0,Failure to Obtain Permit,9
3384,South Boston,2021.0,Failure to call Inspections,1
3385,South Boston,2021.0,Maintenance,4
3386,South Boston,2021.0,Protection of Adj. Property,3
3387,South Boston,2021.0,Requirements,1
3388,South Boston,2021.0,Testing & Certification,2
3389,South Boston,2021.0,Unlawful Continuance,1
3390,South Boston,2021.0,Unsafe Structures,8
3391,South Boston,2021.0,Unsafe and Dangerous,6
3392,South Boston,2022.0,Certificate of Occupancy,1
3393,South Boston,2022.0,Failed to comply w permit term,1
3394,South Boston,2022.0,Failure to Obtain Permit,7
3395,South Boston,2022.0,Landings,1
3396,South Boston,2022.0,Maintenance,7
3397,South Boston,2022.0,Maintenance of Means of Egress,1
3398,South Boston,2022.0,Means of Egress,1
3399,South Boston,2022.0,No use of premises permit:,2
3400,South Boston,2022.0,Notice of Violation,1
3401,South Boston,2022.0,Protection of Adj. Property,2
3402,South Boston,2022.0,Right of Entry,1
3403,South Boston,2022.0,Testing & Certification,4
3404,South Boston,2022.0,Two exits or exit access doorways.,1
3405,South Boston,2022.0,Unsafe Structures,6
3406,South Boston,2023.0,Building or Use of Premise req,1
3407,South Boston,2023.0,Certificate of Occupancy,1
3408,South Boston,2023.0,Emergency Escape & Rescue,2
3409,South Boston,2023.0,Failed to comply w permit term,2
3410,South Boston,2023.0,Failure to Obtain Permit,22
3411,South Boston,2023.0,Inspections,1
3412,South Boston,2023.0,Maintenance,17
3413,South Boston,2023.0,No use of premises permit:,1
3414,South Boston,2023.0,Protection of Adj. Property,1
3415,South Boston,2023.0,Requirements,1
3416,South Boston,2023.0,Right of Entry,1
3417,South Boston,2023.0,Street Numbers,2
3418,South Boston,2023.0,Testing & Certification,4
3419,South Boston,2023.0,Unsafe Structures,4
3420,South Boston,2024.0,Certificate of Occupancy,3
3421,South Boston,2024.0,Conductors Considered Outside the Building. Conductors shall be considered outside of a building or other structure under any of the following conditions: Sections 1-5.,1
3422,South Boston,2024.0,Failed to comply w permit term,1
3423,South Boston,2024.0,Failure to Obtain Permit,8
3424,South Boston,2024.0,Maintenance,18
3425,South Boston,2024.0,Mass State Plumbing Code,2
3426,South Boston,2024.0,Number of Exits or Exit Access,1
3427,South Boston,2024.0,Protection of Adj. Property,1
3428,South Boston,2024.0,Required Plumbing Fixtures,1
3429,South Boston,2024.0,Requirements,1
3430,South Boston,2024.0,Testing & Certification,10
3431,South Boston,2024.0,Unsafe Structures,4
3432,South Boston,2024.0,Unsafe and Dangerous,4
3433,South Boston Waterfront,2011.0,Electrical Work w/out a Permit,1
3434,South Boston Waterfront,2012.0,Certificate of Occupancy,1
3435,South Boston Waterfront,2012.0,Failure to Obtain Permit,3
3436,South Boston Waterfront,2013.0,Failure to Obtain Permit,3
3437,South Boston Waterfront,2013.0,Municipal Bylaws or Ordinances,1
3438,South Boston Waterfront,2013.0,Periodic Inspections,1
3439,South Boston Waterfront,2013.0,Unsafe and Dangerous,2
3440,South Boston Waterfront,2013.0,Working Without a Permit,1
3441,South Boston Waterfront,2014.0,Electrical Work w/out a Permit,1
3442,South Boston Waterfront,2014.0,Failure to Obtain Permit,1
3443,South Boston Waterfront,2014.0,Unsafe and Dangerous,4
3444,South Boston Waterfront,2015.0,Certificate of Occupancy,2
3445,South Boston Waterfront,2015.0,Electrical Work w/out a Permit,3
3446,South Boston Waterfront,2015.0,Unsafe and Dangerous,1
3447,South Boston Waterfront,2018.0,Failure to Obtain Permit,1
3448,South Boston Waterfront,2018.0,Unsafe and Dangerous,1
3449,South Boston Waterfront,2019.0,Corridor Continuity,3
3450,South Boston Waterfront,2021.0,Unsafe Structures,1
3451,South Boston Waterfront,2022.0,Maintenance,1
3452,South Boston Waterfront,2023.0,Failure to Obtain Permit,1
3453,South Boston Waterfront,2023.0,Unsafe Structures,1
3455,South End,2010.0,Certificate of Inspection,1
3456,South End,2010.0,Failed to comply w PRMT terms,2
3457,South End,2010.0,Failure to Comply w Bldg Code,1
3458,South End,2010.0,Failure to secure permit,1
3459,South End,2010.0,Inspections,20
3460,South End,2010.0,Licensed Supervisor,1
3461,South End,2010.0,Maintenance,6
3462,South End,2010.0,Mechanical Execution of Work,1
3463,South End,2010.0,Protection of Adj. Property,2
3464,South End,2010.0,Right of Entry,3
3465,South End,2010.0,Testing & Certification,1
3466,South End,2010.0,Unsafe Maintenance,2
3467,South End,2010.0,Unsafe Structure,4
3468,South End,2010.0,Unsafe and Dangerous,5
3469,South End,2011.0,Certificate of Occupancy,1
3470,South End,2011.0,Electrical Work w/out Permit,1
3471,South End,2011.0,Failed to comply w permit term,2
3472,South End,2011.0,Failure to Obtain Permit,4
3473,South End,2011.0,Inspections,1
3474,South End,2011.0,Maintenance,3
3475,South End,2011.0,Means of Egress,3
3476,South End,2011.0,Other Laws,1
3477,South End,2011.0,Periodic Inspections,1
3478,South End,2011.0,Rem Dangerous/Abandoned Struct,1
3479,South End,2011.0,Right of Entry,1
3480,South End,2011.0,Unsafe Maintenance,2
3481,South End,2011.0,Unsafe Structures,3
3482,South End,2011.0,Unsafe and Dangerous,1
3483,South End,2011.0,Violation penalties,1
3484,South End,2012.0,Application for Permit,1
3485,South End,2012.0,Certificate of Occupancy,1
3486,South End,2012.0,Electrical Work w/out Permit,1
3487,South End,2012.0,Emergency Escape & Rescue,1
3488,South End,2012.0,Failed to comply w permit term,3
3489,South End,2012.0,Failure to Obtain Permit,6
3490,South End,2012.0,Failure to Secure Permit,2
3491,South End,2012.0,Inspections,2
3492,South End,2012.0,Maintenance,4
3493,South End,2012.0,Means of Egress,1
3494,South End,2012.0,Minimum Number of Exits,1
3495,South End,2012.0,Permits,2
3496,South End,2012.0,Right of Entry,1
3497,South End,2012.0,Testing & Certification,2
3498,South End,2012.0,Unsafe Structure,1
3499,South End,2012.0,Unsafe Structures,1
3500,South End,2012.0,Unsafe and Dangerous,4
3501,South End,2012.0,Water Accumulation,2
3502,South End,2013.0,Building or Use of Premise req,4
3503,South End,2013.0,Certificate of Occupancy,2
3504,South End,2013.0,Construction Documents,1
3505,South End,2013.0,Defective material/workmanship,1
3506,South End,2013.0,Failed to comply w permit term,5
3507,South End,2013.0,Failure to Obtain Permit,12
3508,South End,2013.0,Live loads(roof),1
3509,South End,2013.0,Periodic Inspections,1
3510,South End,2013.0,Permits,1
3511,South End,2013.0,Protection of Adj. Property,1
3512,South End,2013.0,Protection of Pedestrians,1
3513,South End,2013.0,Right of Entry,1
3514,South End,2013.0,STOP WORK ORDER,1
3515,South End,2013.0,Stop Work Order,1
3516,South End,2013.0,Testing & Certification,4
3517,South End,2013.0,Unsafe and Dangerous,9
3518,South End,2014.0,Building or Use of Premise req,1
3519,South End,2014.0,Certificate of Occupancy,5
3520,South End,2014.0,Elec. Equip. & Connections,1
3521,South End,2014.0,Exits,1
3522,South End,2014.0,Failed to comply w permit term,2
3523,South End,2014.0,Failure to Obtain Permit,10
3524,South End,2014.0,Guarding of Live parts,1
3525,South End,2014.0,Inspections,1
3526,South End,2014.0,Mechanical Execution of Work,1
3527,South End,2014.0,Openings to be closed.,1
3528,South End,2014.0,Personal Doors,1
3529,South End,2014.0,Right of Entry,4
3530,South End,2014.0,Securing and Supporting,1
3531,South End,2014.0,Testing & Certification,4
3532,South End,2014.0,Unsafe and Dangerous,8
3533,South End,2014.0,Uses not permitted,1
3534,South End,2015.0,Certificate of Occupancy,1
3535,South End,2015.0,Deteriorating Agents,1
3536,South End,2015.0,Electrical Work w/out a Permit,1
3537,South End,2015.0,Exit Passageways,1
3538,South End,2015.0,Failed to comply w permit term,4
3539,South End,2015.0,Failure to Obtain Permit,17
3540,South End,2015.0,Failure to comply w permits,1
3541,South End,2015.0,Fire Protection Systems,1
3542,South End,2015.0,Illumination,1
3543,South End,2015.0,Maintenance,10
3544,South End,2015.0,Mechanical Execution of Work,3
3545,South End,2015.0,Periodic Inspections,1
3546,South End,2015.0,Permits to perform gas fitting,1
3547,South End,2015.0,Power Source- Exit Signs,1
3548,South End,2015.0,Right of Entry,1
3549,South End,2015.0,Site Plan,2
3550,South End,2015.0,Suspension or Revocation,1
3551,South End,2015.0,Testing & Certification,1
3552,South End,2015.0,Unsafe and Dangerous,15
3553,South End,2016.0,Failed to comply w PRMT terms,1
3554,South End,2016.0,Failed to comply w permit term,1
3555,South End,2016.0,Failure to Obtain Permit,9
3556,South End,2016.0,Inspection of exterior walls.,1
3557,South End,2016.0,Maintenance,5
3558,South End,2016.0,Periodic Inspections,2
3559,South End,2016.0,Protection of Adj. Property,1
3560,South End,2016.0,Right of Entry,1
3561,South End,2016.0,Testing & Certification,1
3562,South End,2016.0,Unsafe and Dangerous,7
3563,South End,2017.0,Certificate of Occupancy,1
3564,South End,2017.0,Failed to comply w permit term,6
3565,South End,2017.0,Failure to Obtain Permit,9
3566,South End,2017.0,Protc. of  Primary Structure,1
3567,South End,2017.0,Protection of Adj. Property,2
3568,South End,2017.0,Right of Entry,1
3569,South End,2017.0,Separated Occupancies,1
3570,South End,2017.0,Unlawful Acts,1
3571,South End,2017.0,Unsafe and Dangerous,13
3572,South End,2017.0,Validity of Permit,1
3573,South End,2018.0,Certificate of Occupancy,1
3574,South End,2018.0,Failed to comply w permit term,7
3575,South End,2018.0,Failure to Obtain Permit,12
3576,South End,2018.0,Maintenance,3
3577,South End,2018.0,Means of Egress,2
3578,South End,2018.0,No use of premises permit:,1
3579,South End,2018.0,Protection of Adj. Property,1
3580,South End,2018.0,Revocation of Cert. of Occ.,1
3581,South End,2018.0,Testing & Certification,2
3582,South End,2018.0,Unsafe and Dangerous,17
3583,South End,2019.0,Acts 1956 as Amended,1
3584,South End,2019.0,Failure to Obtain Permit,3
3585,South End,2019.0,Maintenance,4
3586,South End,2019.0,No use of premises permit:,1
3587,South End,2019.0,Periodic Inspections,1
3588,South End,2019.0,Protection of Adj. Property,1
3589,South End,2019.0,Testing & Certification,6
3590,South End,2019.0,Unsafe Structures,1
3591,South End,2019.0,Unsafe and Dangerous,17
3592,South End,2020.0,Emergency Disconnects,1
3593,South End,2020.0,Failed to comply w permit term,1
3594,South End,2020.0,Failure to Obtain Permit,1
3595,South End,2020.0,Maintenance,4
3596,South End,2020.0,Minimum Number of Exits,1
3597,South End,2020.0,Municipal Bylaws or Ordinances,1
3598,South End,2020.0,Periodic Inspections,1
3599,South End,2020.0,Protection of Adj. Property,1
3600,South End,2020.0,Testing & Certification,3
3601,South End,2020.0,Unsafe and Dangerous,11
3602,South End,2021.0,Deteriorating Agents,1
3603,South End,2021.0,Failure to Obtain Permit,3
3604,South End,2021.0,Inspections,1
3605,South End,2021.0,Maintenance,2
3606,South End,2021.0,Protection of Adj. Property,1
3607,South End,2021.0,Testing & Certification,1
3608,South End,2021.0,Unsafe Structures,3
3609,South End,2021.0,Unsafe and Dangerous,1
3610,South End,2022.0,Certificate of Occupancy,1
3611,South End,2022.0,Failure to Obtain Permit,4
3612,South End,2022.0,Maintenance,2
3613,South End,2022.0,Right of Entry,1
3614,South End,2022.0,Testing & Certification,11
3615,South End,2022.0,Unsafe Structures,5
3616,South End,2022.0,Unsafe and Dangerous,1
3617,South End,2022.0,Window Wells,2
3618,South End,2023.0,Automatic Sprinkler System,1
3619,South End,2023.0,Certificate of Inspection,1
3620,South End,2023.0,Certificate of Occupancy,2
3621,South End,2023.0,Emergency Escape,1
3622,South End,2023.0,Failure to Obtain Permit,6
3623,South End,2023.0,Fire Protection Systems,1
3624,South End,2023.0,Internally Illuminated Extit Signs ,1
3625,South End,2023.0,Maintenance,8
3626,South End,2023.0,Maintenance of Means of Egress,1
3627,South End,2023.0,Protection of Adj. Property,1
3628,South End,2023.0,Right of Entry,1
3629,South End,2023.0,Testing & Certification,2
3630,South End,2023.0,Unsafe Structures,5
3631,South End,2024.0,Accessible Means of Egress,7
3632,South End,2024.0,Certificate of Occupancy,1
3633,South End,2024.0,Emergency Escape & Rescue,1
3634,South End,2024.0,Failed to comply w permit term,2
3635,South End,2024.0,Failure to Obtain Permit,9
3636,South End,2024.0,Fire Alarm & Detection Systems,1
3637,South End,2024.0,Handrails/safety,1
3638,South End,2024.0,Maintenance,9
3639,South End,2024.0,No use of premises permit:,1
3640,South End,2024.0,Protection of Adj. Property,1
3641,South End,2024.0,Testing & Certification,17
3642,South End,2024.0,Unlawful Continuance,1
3643,South End,2024.0,Unsafe Structures,3
3644,West Roxbury,2010.0,Failed to comply w PRMT terms,1
3645,West Roxbury,2010.0,Failure to secure permit,3
3646,West Roxbury,2010.0,Inspections,1
3647,West Roxbury,2010.0,Maintenance,2
3648,West Roxbury,2010.0,Right of Entry,1
3649,West Roxbury,2010.0,Unsafe Maintenance,8
3650,West Roxbury,2010.0,Unsafe and Dangerous,6
3651,West Roxbury,2011.0,Building or Use of Premise req,3
3652,West Roxbury,2011.0,Electrical Work w/out Permit,1
3653,West Roxbury,2011.0,Electrical Work w/out a Permit,5
3654,West Roxbury,2011.0,Failure to Obtain Permit,7
3655,West Roxbury,2011.0,Failure to secure permit,3
3656,West Roxbury,2011.0,Inspections,2
3657,West Roxbury,2011.0,Maintenance,5
3658,West Roxbury,2011.0,Right of Entry,6
3659,West Roxbury,2011.0,Suspension or Revocation,1
3660,West Roxbury,2011.0,Unsafe Maintenance,1
3661,West Roxbury,2011.0,Unsafe Structures,2
3662,West Roxbury,2011.0,Unsafe and Dangerous,4
3663,West Roxbury,2012.0,Building or Use of Premise req,1
3664,West Roxbury,2012.0,Electrical Work w/out Permit,1
3665,West Roxbury,2012.0,Electrical Work w/out a Permit,1
3666,West Roxbury,2012.0,Failure to Obtain Permit,8
3667,West Roxbury,2012.0,Failure to Secure Permit,1
3668,West Roxbury,2012.0,Inspections,1
3669,West Roxbury,2012.0,Maintenance,3
3670,West Roxbury,2012.0,Mass State Plumbing Code,1
3671,West Roxbury,2012.0,Mechanical Execution of Work,1
3672,West Roxbury,2012.0,Periodic Inspections,1
3673,West Roxbury,2012.0,Protection of Adj. Property,3
3674,West Roxbury,2012.0,Right of Entry,5
3675,West Roxbury,2012.0,Unsafe and Dangerous,8
3676,West Roxbury,2013.0,Building or Use of Premise req,1
3677,West Roxbury,2013.0,Failed to comply w permit term,3
3678,West Roxbury,2013.0,Failure to Obtain Permit,8
3679,West Roxbury,2013.0,Failure to Secure Permit,2
3680,West Roxbury,2013.0,Right of Entry,8
3681,West Roxbury,2013.0,Unlawful Continuance,1
3682,West Roxbury,2013.0,Unsafe and Dangerous,5
3683,West Roxbury,2014.0,Building or Use of Premise req,2
3684,West Roxbury,2014.0,Certificate of Occupancy,2
3685,West Roxbury,2014.0,Failure to Obtain Permit,13
3686,West Roxbury,2014.0,Maintenance,1
3687,West Roxbury,2014.0,Protection of Adj. Property,2
3688,West Roxbury,2014.0,Right of Entry,3
3689,West Roxbury,2014.0,Unsafe and Dangerous,8
3690,West Roxbury,2015.0,Failure to Obtain Permit,11
3691,West Roxbury,2015.0,Failure to call for req Insp.,2
3692,West Roxbury,2015.0,Protection of Adj. Property,1
3693,West Roxbury,2015.0,Stop Work Order,1
3694,West Roxbury,2015.0,Unlawful Continuance,1
3695,West Roxbury,2015.0,Unsafe and Dangerous,11
3696,West Roxbury,2016.0,Certificate of Occupancy,1
3697,West Roxbury,2016.0,Electrical Work w/out a Permit,1
3698,West Roxbury,2016.0,Failure to Obtain Permit,13
3699,West Roxbury,2016.0,Failure to secure permit,1
3700,West Roxbury,2016.0,Guards,1
3701,West Roxbury,2016.0,Maintenance,1
3702,West Roxbury,2016.0,No use of premises permit:,1
3703,West Roxbury,2016.0,Unsafe and Dangerous,7
3704,West Roxbury,2017.0,Building or Use of Premise req,2
3705,West Roxbury,2017.0,Door operations-Egress doors,1
3706,West Roxbury,2017.0,Failed to comply w permit term,2
3707,West Roxbury,2017.0,Failure to Obtain Permit,18
3708,West Roxbury,2017.0,Inspections,1
3709,West Roxbury,2017.0,Maintenance,12
3710,West Roxbury,2017.0,No use of premises permit:,3
3711,West Roxbury,2017.0,Right of Entry,1
3712,West Roxbury,2017.0,Street Numbers,1
3713,West Roxbury,2017.0,Supervision of Electricians,1
3714,West Roxbury,2017.0,Unsafe and Dangerous,5
3715,West Roxbury,2018.0,Building or Use of Premise req,2
3716,West Roxbury,2018.0,Certificate of Occupancy,1
3717,West Roxbury,2018.0,Electrical Work w/out a Permit,1
3718,West Roxbury,2018.0,Failed to comply w permit term,1
3719,West Roxbury,2018.0,Failure to Obtain Permit,6
3720,West Roxbury,2018.0,Fire Protection Systems,1
3721,West Roxbury,2018.0,Maintenance,4
3722,West Roxbury,2018.0,Maintenance of Means of Egress,1
3723,West Roxbury,2018.0,Protection of Adj. Property,3
3724,West Roxbury,2018.0,Right of Entry,1
3725,West Roxbury,2018.0,Testing & Certification,1
3726,West Roxbury,2018.0,Unsafe and Dangerous,14
3727,West Roxbury,2018.0,Validity of Permit,1
3728,West Roxbury,2019.0,Acts 1956 as Amended,1
3729,West Roxbury,2019.0,Emergency Power Illumination,1
3730,West Roxbury,2019.0,Failure to Obtain Permit,3
3731,West Roxbury,2019.0,Information Required,1
3732,West Roxbury,2019.0,Maintenance,4
3733,West Roxbury,2019.0,Maintenance of Means of Egress,1
3734,West Roxbury,2019.0,No use of premises permit:,1
3735,West Roxbury,2019.0,Unsafe and Dangerous,6
3736,West Roxbury,2020.0,Building or Use of Premise req,1
3737,West Roxbury,2020.0,Failed to comply w permit term,1
3738,West Roxbury,2020.0,Failure to Obtain Permit,8
3739,West Roxbury,2020.0,Maintenance,3
3740,West Roxbury,2020.0,Unsafe and Dangerous,3
3741,West Roxbury,2021.0,Building or Use of Premise req,3
3742,West Roxbury,2021.0,Employee Toilet Facilities for (Non-industrial) Establishments,1
3743,West Roxbury,2021.0,Failed to comply w permit term,1
3744,West Roxbury,2021.0,Failure to Obtain Permit,8
3745,West Roxbury,2021.0,Unsafe Structures,1
3746,West Roxbury,2021.0,Unsafe and Dangerous,3
3747,West Roxbury,2022.0,Covers & Canopies,1
3748,West Roxbury,2022.0,Deteriorating Agents,1
3749,West Roxbury,2022.0,Failed to comply w permit term,2
3750,West Roxbury,2022.0,Failure to Obtain Permit,5
3751,West Roxbury,2022.0,Maintenance,2
3752,West Roxbury,2022.0,Maintenance of Means of Egress,1
3753,West Roxbury,2022.0,Right of Entry,1
3754,West Roxbury,2022.0,Testing & Certification,1
3755,West Roxbury,2022.0,Unsafe Structures,3
3756,West Roxbury,2023.0,Failure to Obtain Permit,3
3757,West Roxbury,2023.0,Maintenance,2
3758,West Roxbury,2023.0,Unsafe Structures,4
3759,West Roxbury,2023.0,Unsafe and Dangerous,1
3760,West Roxbury,2024.0,Accessory keeping of hens,1
3761,West Roxbury,2024.0,Deteriorating Agents,1
3762,West Roxbury,2024.0,Failure to Obtain Permit,2
3763,West Roxbury,2024.0,Maintenance,9
3764,West Roxbury,2024.0,Suspension or Revocation,1
